,tracker_ids,tracker_class_name,bounding_boxes
60,"[1, 2, 3, 4, 6, 7]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1308.7,      394.66,        2072,      2146.5], dtype=float32), array([       2704,      832.61,      3149.1,        1196], dtype=float32), array([       3501,      909.42,      3785.5,      1145.5], dtype=float32), array([     3079.4,      877.68,      3251.4,      1031.7], dtype=float32), array([     2616.1,      865.43,      2773.5,      1017.1], dtype=float32), array([     3301.2,      857.69,      3519.2,      1033.5], dtype=float32)]"
61,"[1, 2, 3, 4, 6, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car', 'car']","[array([     1295.3,      395.39,      2069.6,      2146.2], dtype=float32), array([     2697.9,      831.94,      3149.4,      1198.7], dtype=float32), array([     3500.2,       910.2,      3785.1,        1148], dtype=float32), array([     3077.4,      877.91,      3249.8,      1030.5], dtype=float32), array([     2617.9,      865.08,      2769.3,        1015], dtype=float32), array([     3304.2,      857.34,        3518,      1031.3], dtype=float32), array([     1.2719,        1373,      276.19,      2141.9], dtype=float32)]"
62,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1280.9,      397.05,      2066.7,      2147.5], dtype=float32), array([       2692,      832.74,      3147.1,      1198.9], dtype=float32), array([     3498.7,      911.02,      3781.9,      1148.3], dtype=float32), array([     3074.9,       878.3,      3246.9,      1029.9], dtype=float32), array([     3303.8,      858.57,        3517,      1030.9], dtype=float32), array([     1.9511,      1327.4,      322.62,      2141.2], dtype=float32)]"
63,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1265.9,      400.27,      2065.1,      2147.9], dtype=float32), array([     2686.7,      833.41,      3142.3,      1205.8], dtype=float32), array([     3497.5,      909.46,      3781.2,      1142.5], dtype=float32), array([       3072,      878.71,      3245.1,      1030.6], dtype=float32), array([     3303.8,      858.52,        3514,      1040.5], dtype=float32), array([     2.1395,      1280.7,      377.56,      2141.8], dtype=float32)]"
64,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1250.2,      405.42,      2062.7,      2147.1], dtype=float32), array([     2682.6,      833.42,      3139.6,      1210.7], dtype=float32), array([     3497.1,      911.58,      3780.7,      1144.4], dtype=float32), array([     3069.8,      881.94,      3238.3,      1033.9], dtype=float32), array([     3297.5,      859.44,      3513.1,      1046.4], dtype=float32), array([     2.6273,      1235.2,      432.77,      2142.6], dtype=float32)]"
65,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1239.3,      408.25,      2063.5,      2147.4], dtype=float32), array([     2679.9,      832.31,      3137.9,      1212.2], dtype=float32), array([     3496.9,      911.72,      3781.1,      1143.9], dtype=float32), array([       3068,      882.25,      3234.4,        1035], dtype=float32), array([     3295.3,      859.87,      3513.4,      1047.1], dtype=float32), array([     1.8204,      1143.1,      489.15,      2149.7], dtype=float32)]"
66,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1229.1,      412.46,      2064.2,      2146.4], dtype=float32), array([     2674.2,      832.66,      3136.6,      1223.6], dtype=float32), array([     3497.1,      912.55,      3780.3,      1143.7], dtype=float32), array([     3065.7,      882.21,      3232.4,      1036.7], dtype=float32), array([     3296.9,      860.68,      3513.8,      1043.8], dtype=float32), array([     2.5068,      1109.2,      540.62,      2145.3], dtype=float32)]"
67,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1216.3,      416.15,      2064.7,        2146], dtype=float32), array([     2668.7,      833.43,      3131.7,      1224.9], dtype=float32), array([     3497.7,      910.69,      3778.3,      1142.7], dtype=float32), array([     3061.9,      882.57,      3229.3,      1039.1], dtype=float32), array([     3293.3,      861.67,      3513.6,      1038.2], dtype=float32), array([     2.6562,      1062.1,      590.92,      2143.1], dtype=float32)]"
68,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1202.3,      423.42,      2065.9,      2146.3], dtype=float32), array([       2666,       832.7,      3126.3,      1231.7], dtype=float32), array([     3499.1,      912.73,      3779.7,      1143.4], dtype=float32), array([     3058.5,      882.88,      3226.8,      1040.3], dtype=float32), array([       3293,      862.16,      3514.2,        1035], dtype=float32), array([     2.5449,      1003.2,      636.98,      2141.8], dtype=float32)]"
69,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1188.4,      433.57,      2064.1,      2145.4], dtype=float32), array([     2662.7,      831.52,      3123.2,        1235], dtype=float32), array([     3498.8,      913.82,      3780.9,      1141.2], dtype=float32), array([     3054.2,      882.74,        3225,      1039.7], dtype=float32), array([     3292.4,      861.64,        3513,      1031.8], dtype=float32), array([      3.001,      952.52,      687.91,      2142.3], dtype=float32)]"
70,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1176.4,       445.9,      2063.1,      2144.1], dtype=float32), array([       2657,       832.9,      3117.7,        1235], dtype=float32), array([     3497.2,       914.9,      3777.1,      1138.5], dtype=float32), array([     3049.4,      883.18,      3221.2,      1040.6], dtype=float32), array([     3283.4,         861,      3510.9,        1036], dtype=float32), array([     4.5709,      899.67,      737.41,      2141.3], dtype=float32)]"
71,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1163.4,      452.89,        2063,      2144.7], dtype=float32), array([     2653.6,      832.32,      3113.4,      1233.7], dtype=float32), array([     3499.3,      911.94,      3776.9,      1142.2], dtype=float32), array([     3049.3,      881.09,      3222.4,      1040.1], dtype=float32), array([       3284,      859.27,      3510.8,      1036.7], dtype=float32), array([     4.2166,      848.59,      779.64,      2142.9], dtype=float32)]"
72,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1149.4,      459.08,      2062.5,      2144.4], dtype=float32), array([     2649.7,      831.23,      3111.9,      1216.4], dtype=float32), array([     3500.8,      909.29,      3776.2,      1141.7], dtype=float32), array([     3047.7,      880.71,      3220.3,      1045.1], dtype=float32), array([     3281.3,      859.06,      3511.1,      1041.5], dtype=float32), array([     3.0744,       803.3,      820.11,      2142.6], dtype=float32)]"
73,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1134.5,      462.84,        2060,      2144.8], dtype=float32), array([     2644.3,      831.23,      3108.5,      1237.3], dtype=float32), array([     3499.9,      908.21,      3777.5,      1144.2], dtype=float32), array([     3045.2,      879.85,      3220.3,      1045.6], dtype=float32), array([     3281.9,      857.36,      3510.9,      1042.3], dtype=float32), array([     3.4224,      760.17,      864.18,      2141.5], dtype=float32)]"
74,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([       1123,      467.48,      2057.8,      2145.8], dtype=float32), array([     2638.8,      831.08,      3109.1,      1245.4], dtype=float32), array([     3498.9,      907.96,      3776.8,        1145], dtype=float32), array([     3041.6,       879.4,      3218.5,      1045.6], dtype=float32), array([     3282.1,      857.39,      3510.2,      1041.4], dtype=float32), array([     3.2256,      728.13,      907.91,      2142.7], dtype=float32)]"
75,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1112.1,      469.91,      2054.2,      2146.4], dtype=float32), array([     2634.5,      831.31,      3106.7,      1245.4], dtype=float32), array([     3498.4,       908.3,      3775.2,      1145.5], dtype=float32), array([     3038.8,      879.19,      3216.2,        1043], dtype=float32), array([       3281,      857.35,      3508.4,      1044.9], dtype=float32), array([     3.5112,      704.49,      947.15,      2140.9], dtype=float32)]"
76,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1101.7,      470.05,      2052.6,        2147], dtype=float32), array([     2629.1,      831.98,      3098.8,      1244.2], dtype=float32), array([     3498.2,      908.66,      3774.7,        1144], dtype=float32), array([       3036,      879.43,      3210.7,        1041], dtype=float32), array([     3279.4,       858.4,      3509.2,      1039.9], dtype=float32), array([     3.8595,      682.62,       983.8,      2139.7], dtype=float32)]"
77,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1095.1,      468.69,      2053.6,      2146.3], dtype=float32), array([     2624.1,      833.06,      3094.7,      1245.3], dtype=float32), array([     3498.7,      909.47,      3773.6,      1144.5], dtype=float32), array([     3032.8,      880.99,      3205.6,      1044.2], dtype=float32), array([     3279.2,      858.69,      3509.9,      1048.4], dtype=float32), array([     3.0127,      664.72,        1025,      2141.1], dtype=float32)]"
78,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1091.1,      465.61,      2053.2,      2144.4], dtype=float32), array([     2619.2,         834,      3094.3,      1237.6], dtype=float32), array([     3498.3,      906.83,      3774.1,      1144.2], dtype=float32), array([     3028.1,      881.44,      3203.5,      1043.6], dtype=float32), array([     3274.5,      858.54,      3510.4,      1054.5], dtype=float32), array([     2.4746,      651.25,      1061.5,      2139.6], dtype=float32)]"
79,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1087.5,      460.17,      2052.5,      2144.2], dtype=float32), array([     2615.7,      835.15,      3087.3,      1230.7], dtype=float32), array([     3498.7,      905.67,      3773.6,      1144.8], dtype=float32), array([     3025.5,      881.83,      3201.3,      1040.8], dtype=float32), array([     3274.1,      859.93,      3510.3,      1056.5], dtype=float32), array([     2.0697,      644.53,      1106.3,      2138.7], dtype=float32)]"
80,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([       1085,       456.7,      2053.2,      2144.4], dtype=float32), array([     2610.7,      835.28,      3083.1,      1228.6], dtype=float32), array([       3499,      908.79,        3772,      1144.1], dtype=float32), array([     3024.6,      882.02,      3200.5,      1037.8], dtype=float32), array([     3271.2,      860.74,      3510.5,      1060.8], dtype=float32), array([     1.9627,      642.12,      1142.9,      2140.5], dtype=float32)]"
81,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1083.4,      448.08,      2052.7,      2144.6], dtype=float32), array([     2606.8,      834.58,      3080.4,      1232.5], dtype=float32), array([     3499.3,      909.96,      3772.1,      1141.6], dtype=float32), array([     3024.8,       881.3,      3199.1,      1035.2], dtype=float32), array([     3270.8,      860.58,      3510.8,      1060.7], dtype=float32), array([     0.4617,      639.47,      1184.3,      2141.1], dtype=float32)]"
82,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1092.4,      434.57,      2051.7,      2147.5], dtype=float32), array([     2603.1,      834.69,      3080.2,      1245.9], dtype=float32), array([     3498.7,      910.99,      3771.7,      1143.9], dtype=float32), array([     3023.9,      881.18,      3197.4,      1033.2], dtype=float32), array([     3268.2,      861.77,      3511.4,        1061], dtype=float32), array([    0.75039,      638.68,      1214.7,        2141], dtype=float32)]"
83,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1104.5,      424.76,      2053.8,      2145.6], dtype=float32), array([     2599.4,      834.47,      3077.9,      1249.8], dtype=float32), array([     3499.4,      911.96,      3771.7,      1144.9], dtype=float32), array([     3021.6,      883.05,      3191.3,      1047.1], dtype=float32), array([     3268.4,      861.83,      3510.3,      1053.2], dtype=float32), array([   -0.43852,      639.35,      1226.8,      2141.4], dtype=float32)]"
84,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1113.2,      419.58,        2055,      2146.5], dtype=float32), array([     2595.3,      833.91,      3077.9,      1258.7], dtype=float32), array([     3500.6,      911.96,      3772.3,      1144.6], dtype=float32), array([       3024,      880.73,      3193.3,      1032.7], dtype=float32), array([     3269.3,      862.24,        3512,      1051.8], dtype=float32), array([    -3.2057,      640.61,      1247.9,      2143.1], dtype=float32)]"
85,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([       1121,      407.54,      2056.5,      2147.4], dtype=float32), array([     2592.8,      834.74,      3077.9,      1260.8], dtype=float32), array([     3500.1,      912.54,      3772.4,      1143.7], dtype=float32), array([     3019.4,      889.95,      3169.1,      1088.4], dtype=float32), array([     3269.1,      865.75,      3513.2,      1048.3], dtype=float32), array([    -3.2864,      641.17,      1267.4,      2142.7], dtype=float32)]"
86,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([       1128,      393.77,      2056.3,      2147.4], dtype=float32), array([     2587.3,      835.69,      3073.3,      1262.1], dtype=float32), array([     3499.3,      913.45,      3771.8,      1142.4], dtype=float32), array([     3015.8,      892.54,      3159.9,      1105.5], dtype=float32), array([       3268,      864.97,      3511.8,      1045.4], dtype=float32), array([    -3.1334,      642.56,      1291.7,      2144.6], dtype=float32)]"
87,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1134.9,      387.44,      2055.1,      2147.9], dtype=float32), array([     2583.2,       836.5,      3071.9,      1257.9], dtype=float32), array([     3499.8,      916.13,      3771.4,      1146.3], dtype=float32), array([     3013.5,      894.46,      3159.1,      1115.2], dtype=float32), array([     3267.6,      867.56,      3512.6,        1055], dtype=float32), array([    -2.8195,      642.49,      1322.4,      2142.9], dtype=float32)]"
88,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1149.2,      386.49,      2052.7,      2145.6], dtype=float32), array([     2575.2,      838.81,      3068.2,      1266.5], dtype=float32), array([     3496.2,      920.43,      3766.9,      1145.2], dtype=float32), array([     3015.3,      896.52,      3160.6,      1120.2], dtype=float32), array([     3263.1,      869.59,      3509.3,      1058.7], dtype=float32), array([   -0.19045,      645.27,      1301.5,      2142.5], dtype=float32)]"
89,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1158.1,      381.73,      2050.6,      2143.8], dtype=float32), array([     2570.1,       838.5,      3065.9,        1266], dtype=float32), array([     3495.3,      921.87,        3765,      1149.1], dtype=float32), array([     3009.9,       893.3,      3166.4,      1109.6], dtype=float32), array([       3263,      870.62,      3509.4,      1064.7], dtype=float32), array([    0.47651,      647.82,      1320.9,      2144.5], dtype=float32)]"
90,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1164.7,      375.38,      2045.7,      2143.5], dtype=float32), array([     2566.6,      840.32,        3061,      1257.7], dtype=float32), array([     3493.7,      925.41,      3762.6,      1150.4], dtype=float32), array([     3004.9,       894.9,        3164,      1117.9], dtype=float32), array([     3260.3,      871.63,        3508,      1075.5], dtype=float32), array([      2.314,       653.3,      1332.8,      2148.2], dtype=float32)]"
91,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1171.7,      375.78,      2041.8,      2142.4], dtype=float32), array([     2562.2,      840.77,      3058.6,        1260], dtype=float32), array([     3492.5,      928.61,      3762.1,      1153.9], dtype=float32), array([     2994.1,      895.11,      3161.8,      1122.5], dtype=float32), array([     3258.8,      873.22,      3506.6,        1079], dtype=float32), array([     3.5778,      660.54,      1333.1,        2150], dtype=float32)]"
92,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1176.3,      372.65,      2037.6,      2143.5], dtype=float32), array([     2560.9,      840.92,      3056.7,      1253.2], dtype=float32), array([     3491.3,      928.18,      3761.1,      1155.7], dtype=float32), array([     2990.5,      895.79,      3159.4,      1126.5], dtype=float32), array([     3256.8,      872.97,        3506,      1071.7], dtype=float32), array([     4.2699,      664.15,      1301.5,      2150.5], dtype=float32)]"
93,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1181.2,      370.53,      2028.7,      2142.4], dtype=float32), array([       2556,      840.14,      3053.1,      1255.5], dtype=float32), array([     3489.9,       927.5,      3760.1,      1154.2], dtype=float32), array([     2987.6,      896.02,      3155.4,      1129.6], dtype=float32), array([     3254.9,      874.03,      3505.6,      1076.4], dtype=float32), array([     4.7514,      668.62,      1299.5,        2150], dtype=float32)]"
94,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1184.4,      371.78,      2019.5,      2141.8], dtype=float32), array([     2546.7,      840.25,        3048,      1264.3], dtype=float32), array([     3489.5,      927.99,      3759.3,      1153.8], dtype=float32), array([     2983.7,      896.32,      3151.4,      1131.7], dtype=float32), array([     3254.9,      875.76,      3505.1,      1074.1], dtype=float32), array([     4.8405,      671.04,      1287.6,        2150], dtype=float32)]"
95,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([       1186,      374.52,      2010.6,      2142.3], dtype=float32), array([     2540.2,      840.41,      3043.4,      1265.2], dtype=float32), array([     3488.2,       928.9,      3758.2,      1154.7], dtype=float32), array([     2977.5,      896.32,      3148.8,      1133.5], dtype=float32), array([     3253.9,       878.9,      3503.7,      1065.7], dtype=float32), array([     3.9093,       677.2,      1279.2,      2149.4], dtype=float32)]"
96,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1186.1,      379.04,      2000.3,      2142.8], dtype=float32), array([     2535.4,      840.27,      3040.6,      1268.2], dtype=float32), array([     3486.9,      929.41,      3755.1,        1153], dtype=float32), array([     2970.7,      897.27,      3146.5,      1135.2], dtype=float32), array([     3251.9,      881.87,      3501.2,      1069.9], dtype=float32), array([     4.0901,      681.41,      1278.2,      2144.3], dtype=float32)]"
97,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1185.6,      382.17,      1991.9,      2142.2], dtype=float32), array([     2527.2,      840.11,      3037.7,        1273], dtype=float32), array([     3486.4,      928.62,      3756.1,      1153.1], dtype=float32), array([     2967.2,      898.49,      3144.1,      1136.3], dtype=float32), array([     3251.5,      883.93,      3496.4,      1069.1], dtype=float32), array([     4.1463,      683.17,      1277.8,      2135.4], dtype=float32)]"
98,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1184.8,      386.79,      1985.9,      2143.4], dtype=float32), array([     2521.8,      840.85,      3033.7,      1270.5], dtype=float32), array([     3486.8,      930.87,      3757.1,      1155.3], dtype=float32), array([     2970.4,      903.47,        3144,        1136], dtype=float32), array([     3251.2,      885.96,        3489,        1069], dtype=float32), array([     3.4618,      683.49,      1279.6,      2133.4], dtype=float32)]"
99,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1183.4,      391.73,      1981.3,      2142.8], dtype=float32), array([     2516.6,      840.72,      3032.7,      1266.5], dtype=float32), array([     3485.5,      931.67,      3754.6,      1158.7], dtype=float32), array([       2969,      905.32,      3143.3,      1135.6], dtype=float32), array([     3250.1,      885.11,      3471.2,      1068.6], dtype=float32), array([     2.9625,      684.55,      1279.3,      2126.4], dtype=float32)]"
100,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1183.8,      395.78,        1977,      2142.4], dtype=float32), array([     2512.5,      842.02,      3030.6,      1265.6], dtype=float32), array([     3484.9,      933.15,      3753.9,      1161.7], dtype=float32), array([       2967,      908.48,      3143.5,      1135.7], dtype=float32), array([     3249.3,         886,      3468.8,      1064.3], dtype=float32), array([     3.4927,      685.38,      1280.9,      2121.1], dtype=float32)]"
101,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1180.6,      398.16,      1971.5,      2144.8], dtype=float32), array([     2509.3,      843.95,        3027,      1263.1], dtype=float32), array([     3486.3,      935.39,      3756.1,      1162.7], dtype=float32), array([     2963.9,      909.63,      3145.9,        1137], dtype=float32), array([     3250.2,       887.3,      3476.7,        1067], dtype=float32), array([     1.3719,      684.42,      1291.8,      2112.6], dtype=float32)]"
102,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1179.1,      407.13,      1965.9,        2144], dtype=float32), array([     2504.3,      843.22,      3022.1,      1278.6], dtype=float32), array([     3485.6,      934.67,      3755.6,      1162.1], dtype=float32), array([     2965.4,      909.52,      3145.3,      1135.2], dtype=float32), array([     3249.2,      888.49,      3481.8,      1077.4], dtype=float32), array([    0.73338,      687.78,      1317.4,      2101.6], dtype=float32)]"
103,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1176.2,      412.89,      1961.3,      2143.2], dtype=float32), array([       2500,      844.53,      3016.5,      1277.5], dtype=float32), array([     3484.3,      933.12,      3755.9,        1165], dtype=float32), array([     2965.2,      909.62,      3145.2,      1135.3], dtype=float32), array([     3246.9,      889.27,      3481.3,        1083], dtype=float32), array([    0.68724,      690.42,      1345.5,      2089.3], dtype=float32)]"
104,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1173.5,      416.36,      1956.6,      2143.4], dtype=float32), array([     2496.9,      843.64,      3013.2,      1271.6], dtype=float32), array([     3484.3,       933.5,        3757,      1168.2], dtype=float32), array([     2966.1,         910,      3146.3,      1135.8], dtype=float32), array([     3244.7,      888.84,      3488.1,      1083.3], dtype=float32), array([  -0.039122,      689.84,      1367.7,      2079.2], dtype=float32)]"
105,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1157.3,      415.33,      1953.4,      2140.8], dtype=float32), array([     2490.8,      842.19,      3011.4,      1271.3], dtype=float32), array([     3484.3,      931.96,      3758.9,      1169.9], dtype=float32), array([     2966.4,      908.64,      3146.9,      1134.7], dtype=float32), array([     3242.9,      888.53,      3491.1,        1085], dtype=float32), array([     -1.062,       689.8,      1380.6,      2051.8], dtype=float32)]"
106,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1146.6,      418.66,      1947.6,      2141.1], dtype=float32), array([     2486.3,      843.62,      3009.4,      1272.4], dtype=float32), array([     3484.3,      934.23,      3758.7,      1176.5], dtype=float32), array([       2962,      908.42,      3147.2,      1135.4], dtype=float32), array([     3241.7,      890.97,      3488.3,      1084.4], dtype=float32), array([    -1.0846,      689.06,      1395.9,      2036.5], dtype=float32)]"
107,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1138.5,      420.79,      1942.8,      2140.7], dtype=float32), array([     2480.9,      843.83,      3006.9,      1272.9], dtype=float32), array([       3485,      933.38,      3757.9,      1171.5], dtype=float32), array([     2954.3,      906.68,      3147.6,      1135.1], dtype=float32), array([     3241.1,      890.16,      3491.1,      1081.3], dtype=float32), array([    -1.5779,      693.86,      1394.7,      2045.5], dtype=float32)]"
108,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1130.4,       423.9,      1937.8,      2139.5], dtype=float32), array([     2473.4,      844.46,      3002.4,      1283.9], dtype=float32), array([     3485.1,      935.02,      3756.4,      1175.1], dtype=float32), array([     2951.9,      906.99,      3147.6,      1137.4], dtype=float32), array([     3242.3,      891.54,      3488.1,      1078.5], dtype=float32), array([   -0.84893,      693.18,      1388.7,      2017.1], dtype=float32)]"
109,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1121.2,      418.82,        1941,      2139.2], dtype=float32), array([     2467.1,      846.25,      2999.7,      1284.3], dtype=float32), array([     3485.8,      935.85,      3755.7,      1175.4], dtype=float32), array([     2944.5,      906.88,      3147.1,      1138.6], dtype=float32), array([     3239.3,      892.19,        3492,      1080.8], dtype=float32), array([   -0.71892,      694.56,      1379.3,      2003.8], dtype=float32)]"
110,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1110.1,      416.93,      1939.7,      2140.8], dtype=float32), array([     2462.4,       847.7,      2992.7,      1280.3], dtype=float32), array([     3485.7,      936.58,      3755.3,      1177.7], dtype=float32), array([     2939.9,      907.75,      3146.6,      1139.9], dtype=float32), array([     3235.7,      891.92,      3500.9,        1086], dtype=float32), array([   -0.17217,      699.16,      1371.7,      1990.6], dtype=float32)]"
111,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1097.4,      409.96,      1938.2,      2138.9], dtype=float32), array([     2456.3,      848.68,      2980.7,      1279.6], dtype=float32), array([     3485.4,      937.22,      3753.8,      1179.8], dtype=float32), array([     2935.6,      909.88,      3145.7,      1141.5], dtype=float32), array([     3233.6,      891.45,      3505.9,      1087.1], dtype=float32), array([   0.072676,      701.94,      1364.2,      1976.4], dtype=float32)]"
112,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1082.8,      403.96,      1928.1,      2138.3], dtype=float32), array([     2450.5,      849.15,      2980.7,        1278], dtype=float32), array([     3484.3,      937.46,        3750,      1182.5], dtype=float32), array([     2931.9,      911.91,      3144.7,      1142.4], dtype=float32), array([     3233.5,       891.5,      3507.7,        1091], dtype=float32), array([   -0.48364,      704.52,      1354.4,      1965.4], dtype=float32)]"
113,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1066.7,         400,      1912.4,      2137.6], dtype=float32), array([     2443.4,      850.58,        2980,      1272.5], dtype=float32), array([     3483.2,      937.62,        3748,      1182.9], dtype=float32), array([     2927.4,      912.55,      3143.7,      1142.8], dtype=float32), array([     3231.1,      891.88,      3508.4,      1093.1], dtype=float32), array([     15.767,      713.16,      1808.4,      1966.1], dtype=float32)]"
114,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([       1047,       392.6,        1903,      2137.5], dtype=float32), array([     2440.9,      849.45,      2980.2,      1282.2], dtype=float32), array([     3483.4,      936.52,      3748.8,      1183.7], dtype=float32), array([     2925.9,      911.22,      3144.3,      1142.3], dtype=float32), array([     3232.9,      890.83,      3509.4,      1087.9], dtype=float32), array([     43.659,      715.97,      1981.6,      1962.6], dtype=float32)]"
115,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1031.4,      400.72,      1897.3,      2139.1], dtype=float32), array([     2435.3,      846.91,      2977.7,      1286.5], dtype=float32), array([     3483.3,      935.84,      3748.1,      1182.9], dtype=float32), array([     2928.1,      910.19,      3144.3,        1144], dtype=float32), array([     3233.9,      890.25,      3509.4,        1093], dtype=float32), array([     83.274,      712.72,      2062.9,      1956.3], dtype=float32)]"
116,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     1008.9,       405.2,      1892.7,      2139.9], dtype=float32), array([     2431.4,      843.82,      2976.2,      1291.1], dtype=float32), array([     3482.8,      935.02,      3746.9,        1183], dtype=float32), array([     2931.4,      909.19,      3144.1,      1144.2], dtype=float32), array([     3235.2,      889.61,      3509.5,      1091.6], dtype=float32), array([     113.86,      717.82,      2115.1,        1952], dtype=float32)]"
117,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     992.71,      393.87,      1882.9,      2140.1], dtype=float32), array([     2426.9,      843.25,      2971.9,        1295], dtype=float32), array([     3480.9,      937.83,      3745.1,      1185.8], dtype=float32), array([     2930.3,      910.43,      3142.7,      1146.7], dtype=float32), array([     3229.5,      890.84,      3507.7,      1092.4], dtype=float32), array([     164.95,      716.24,      2140.1,      1953.3], dtype=float32)]"
